Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-05-17,Solace,5.10a,,https://www.mountainproject.com/route/105792753/solace,1,"Utah > Southwest Utah > Saint George > Chuckwalla Wall",2.6,3,Lead,Onsight,Sport,,45,2600
2024-05-17,"Second Coming",5.12a,,https://www.mountainproject.com/route/105718207/second-coming,1,"Utah > Southwest Utah > Saint George > Chuckwalla Wall",3.4,3,Lead,Fell/Hung,Sport,,60,6600
2024-05-17,Dirtbag,5.10-,,https://www.mountainproject.com/route/105718201/dirtbag,1,"Utah > Southwest Utah > Saint George > Chuckwalla Wall",2.4,-1,Lead,Onsight,Sport,,50,2700
2024-05-17,"Sand Witch",5.11,,https://www.mountainproject.com/route/106181792/sand-witch,1,"Utah > Southwest Utah > Saint George > Chuckwalla Wall",2.4,-1,Lead,Fell/Hung,Sport,,45,5000
2024-05-17,"Sands of Blood",5.9,,https://www.mountainproject.com/route/105787215/sands-of-blood,1,"Utah > Southwest Utah > Saint George > Chuckwalla Wall",2.0,2,Lead,Onsight,Sport,,40,2400
2024-05-14,"How 'Bout a FRESCA...hmm?",5.8,,https://www.mountainproject.com/route/116740150/how-bout-a-frescahmm,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 2. Carrot Buttress",2.1,2,Lead,Onsight,"Sport, TR",,50,2100
2024-05-14,"Mellow Yellow",5.8+,,https://www.mountainproject.com/route/116740061/mellow-yellow,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 2. Carrot Buttress",3.0,3,Lead,Onsight,"Sport, TR",,50,2200
2024-05-14,"Barrel O' Fun",5.9+,,https://www.mountainproject.com/route/116739990/barrel-o-fun,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 2. Carrot Buttress",3.6,3,Lead,Onsight,"Sport, TR",,50,2500
2024-05-14,"Air Affair",5.7,,https://www.mountainproject.com/route/116740165/air-affair,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 2. Carrot Buttress",2.5,2,Lead,Onsight,"Sport, TR",,50,1800
2024-05-14,"Bulbous Naughty Bits",5.10d,,https://www.mountainproject.com/route/117010155/bulbous-naughty-bits,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 5. The Dog Pound",3.0,-1,Lead,Fell/Hung,"Sport, TR",,70,3500
2024-05-13,"Bacon Strip",5.10b,,https://www.mountainproject.com/route/116751519/bacon-strip,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 2. Carrot Buttress",2.1,1,Lead,Onsight,"Sport, TR",,50,2900
2024-05-13,"Big Johnston's Arete'",5.10b,,https://www.mountainproject.com/route/116739458/big-johnstons-arete,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 2. Carrot Buttress",2.5,3,Lead,Onsight,TR,,50,2900
2024-05-13,"Jackhammer Johnston",5.10,,https://www.mountainproject.com/route/116751464/jackhammer-johnston,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 2. Carrot Buttress",2.7,3,Lead,Onsight,"Sport, TR",,40,3000
2024-05-13,"Fossiliferous Face",V0,"Approach shoes slipper mode. Almost lost one, caught it with my toe, slipped it on my foot upside down and did the last move.",https://www.mountainproject.com/route/116731920/fossiliferous-face,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 1. Swoop Wall",3.3,3,Flash,,Boulder,,12,20008
2024-05-13,Enewman,5.9,,https://www.mountainproject.com/route/116740123/enewman,1,"Utah > South Central Utah > Grand Staircase > Buckskin Gulch > 2. Carrot Buttress",2.0,2,Lead,Onsight,"Sport, TR",,40,2400
2024-05-09,"Flipper Babies",5.8,,https://www.mountainproject.com/route/105973765/flipper-babies,1,"Utah > South Central Utah > Grand Staircase > Long Canyon",2.0,1,Lead,,Trad,,80,2100
2024-04-25,"Watermelon Sugar",5.12a,,https://www.mountainproject.com/route/105994333/watermelon-sugar,2,"Utah > Central Utah > Maple Canyon > Maple Canyon Road > Box Canyon > Ammo Dump Wall",3.4,-1,Lead,Fell/Hung,Sport,,100,6600
2024-04-25,"Michael Fitzpatrick",5.10a,"+ the extension. adds 4 bolts and maybe 10b/c",https://www.mountainproject.com/route/114307522/michael-fitzpatrick,2,"Utah > Central Utah > Maple Canyon > Maple Canyon Road > Box Canyon > EFS Wall",2.4,2,Lead,Onsight,Sport,,30,2600
2024-04-25,"Cobblestone Cockamamie",5.9,,https://www.mountainproject.com/route/108384463/cobblestone-cockamamie,1,"Utah > Central Utah > Maple Canyon > Maple Canyon Road > Black Magic Rock",1.5,1,Lead,Onsight,Sport,,30,2400
2024-04-24,"Primate Grooming Procedures",5.8,,https://www.mountainproject.com/route/105841688/primate-grooming-procedures,1,"Utah > Central Utah > Maple Canyon > Left Fork > Orangutan Wall",2.5,3,Lead,Onsight,Sport,,70,2100
2024-04-24,"Monkey Duodenum",5.9,,https://www.mountainproject.com/route/105841699/monkey-duodenum,1,"Utah > Central Utah > Maple Canyon > Left Fork > Orangutan Wall",3.0,3,Lead,Onsight,Sport,,100,2400
2024-04-24,49,5.12a,,https://www.mountainproject.com/route/106001020/49,1,"Utah > Central Utah > Maple Canyon > Right Fork > The Minimum Crag",3.8,-1,Lead,Fell/Hung,Sport,,80,6600
2024-04-24,Groundwork,5.11c,,https://www.mountainproject.com/route/105741116/groundwork,1,"Utah > Central Utah > Maple Canyon > Right Fork > The Minimum Crag",3.3,3,Lead,Onsight,Sport,,80,5200
2024-04-22,"Sharp Shooter",V5,,https://www.mountainproject.com/route/125195471/sharp-shooter,3,"Utah > Central Utah > Joe's Valley > Left Fork > Mine Cart Area",2.6,-1,Attempt,,Boulder,,10,20500
2024-04-22,"Moose Drool",V2,,https://www.mountainproject.com/route/108129224/moose-drool,1,"Utah > Central Utah > Joe's Valley > Right Fork > Man Size",2.1,1,Flash,,Boulder,,12,20200
2024-04-22,Devastator,V4,,https://www.mountainproject.com/route/108129240/devastator,1,"Utah > Central Utah > Joe's Valley > Right Fork > Man Size",2.6,2,Flash,,Boulder,,18,20400
2024-04-22,Skyy,V0,,https://www.mountainproject.com/route/107432289/skyy,1,"Utah > Central Utah > Joe's Valley > Right Fork > Man Size",1.8,1,Flash,,Boulder,,,20008
2024-04-22,"Canadians Finest",V1,,https://www.mountainproject.com/route/107432279/canadians-finest,1,"Utah > Central Utah > Joe's Valley > Right Fork > Man Size",2.1,2,Flash,,Boulder,,,20100
2024-04-22,"Admiral Nelson",V1-2,,https://www.mountainproject.com/route/107866156/admiral-nelson,1,"Utah > Central Utah > Joe's Valley > Right Fork > Man Size",3.0,2,Flash,,Boulder,,17,20150
2024-04-22,"Shark Bait",V6,,https://www.mountainproject.com/route/117912039/shark-bait,1,"Utah > Central Utah > Joe's Valley > Right Fork > Man Size",3.1,-1,Attempt,,Boulder,,10,20600
2024-04-22,"Great White",V6,,https://www.mountainproject.com/route/110100932/great-white,6,"Utah > Central Utah > Joe's Valley > Right Fork > Man Size",3.7,-1,Attempt,,Boulder,,10,20600
2024-04-21,"To the Top",V0,,https://www.mountainproject.com/route/126028415/to-the-top,1,"Utah > Central Utah > Joe's Valley > Left Fork > World Cup Boulder",2.7,-1,Flash,,Boulder,V0,10,20008
2024-04-21,"Round the Horn",V0,,https://www.mountainproject.com/route/126028399/round-the-horn,1,"Utah > Central Utah > Joe's Valley > Left Fork > World Cup Boulder",3.0,-1,Flash,,Boulder,V0,10,20008
2024-04-21,"You Spin Me Right Round (aka Twist of Fury)",V5,,https://www.mountainproject.com/route/126028021/you-spin-me-right-round-aka-twist-of-fury,3,"Utah > Central Utah > Joe's Valley > Left Fork > World Cup Boulder",3.4,-1,Attempt,,Boulder,V7,10,20500
2024-04-21,"Baby Right Round (aka Back to the Wall)",V3,,https://www.mountainproject.com/route/126027245/baby-right-round-aka-back-to-the-wall,1,"Utah > Central Utah > Joe's Valley > Left Fork > World Cup Boulder",3.1,-1,Send,,Boulder,V3,10,20300
2024-04-21,"Wash Out",V2+,,https://www.mountainproject.com/route/106148445/wash-out,1,"Utah > Central Utah > Joe's Valley > Left Fork > Crack Boulder",2.5,3,Flash,,Boulder,,20,20210
2024-04-21,"Kill by Numbers",V5,,https://www.mountainproject.com/route/107185361/kill-by-numbers,3,"Utah > Central Utah > Joe's Valley > Left Fork > Mine Cart Area",3.7,-1,Attempt,,Boulder,,8,20500
2024-04-21,"Hand Crack","5.9+ V2",,https://www.mountainproject.com/route/106148465/hand-crack,1,"Utah > Central Utah > Joe's Valley > Left Fork > Crack Boulder",2.8,3,Flash,,Boulder,,20,2500
2024-04-21,"South Slab",V0,,https://www.mountainproject.com/route/106721012/south-slab,1,"Utah > Central Utah > Joe's Valley > Left Fork > Big Joe",2.3,3,Flash,,Boulder,,15,20008
2024-04-21,"Meat Head",V0,,https://www.mountainproject.com/route/106721025/meat-head,1,"Utah > Central Utah > Joe's Valley > Left Fork > Big Joe",2.1,2,Flash,,Boulder,,15,20008
2024-04-21,"Bobcat in the Kiparoo",V4,,https://www.mountainproject.com/route/107503043/bobcat-in-the-kiparoo,2,"Utah > Central Utah > Joe's Valley > Left Fork > Big Joe",3.0,-1,Attempt,,Boulder,,,20400
2024-04-20,"Techno Beat",V4,,https://www.mountainproject.com/route/105938357/techno-beat,3,"Utah > Central Utah > Joe's Valley > Left Fork > Big Joe",2.6,3,Attempt,,Boulder,,10,20400
2024-04-20,"Techno Beat",V4,,https://www.mountainproject.com/route/105938357/techno-beat,1,"Utah > Central Utah > Joe's Valley > Left Fork > Big Joe",2.6,3,Send,,Boulder,,10,20400
2024-04-20,"Road to Nowhere",V0-1,,https://www.mountainproject.com/route/106720992/road-to-nowhere,1,"Utah > Central Utah > Joe's Valley > Left Fork > Riverside Boulders",2.8,2,Flash,,Boulder,,60,20050
2024-04-20,"Riverside Boulder V1",V1,,https://www.mountainproject.com/route/107177396/riverside-boulder-v1,1,"Utah > Central Utah > Joe's Valley > Left Fork > Riverside Boulders",2.1,1,Flash,,Boulder,,12,20100
2024-04-20,"Downclimb Left",V3-,,https://www.mountainproject.com/route/107937830/downclimb-left,1,"Utah > Central Utah > Joe's Valley > Left Fork > Riverside Boulders",2.0,1,Send,,Boulder,,,20270
2024-04-20,"Kelly's Arete",V5,,https://www.mountainproject.com/route/105938362/kellys-arete,1,"Utah > Central Utah > Joe's Valley > Left Fork > Riverside Boulders",3.1,3,Flash,,Boulder,,15,20500
2024-04-20,Shit,V4,,https://www.mountainproject.com/route/107937786/shit,1,"Utah > Central Utah > Joe's Valley > Left Fork > Riverside Boulders",2.1,1,Flash,,Boulder,,,20400
2024-04-20,"K-Town V1 Right",V1,,https://www.mountainproject.com/route/107177426/k-town-v1-right,1,"Utah > Central Utah > Joe's Valley > Left Fork > Riverside Boulders",2.0,1,Flash,,Boulder,,10,20100
2024-04-20,"K-Town V1 Left",V1,,https://www.mountainproject.com/route/107177419/k-town-v1-left,1,"Utah > Central Utah > Joe's Valley > Left Fork > Riverside Boulders",2.1,1,Flash,,Boulder,,10,20100
2024-04-20,"Big Joe",V7,,https://www.mountainproject.com/route/105880668/big-joe,1,"Utah > Central Utah > Joe's Valley > Left Fork > Big Joe",2.8,-1,Attempt,,Boulder,,,20700
2024-04-20,"The Angler",V2,,https://www.mountainproject.com/route/105880426/the-angler,3,"Utah > Central Utah > Joe's Valley > Left Fork > Riverside Boulders",3.6,3,Send,,Boulder,,15,20200
2024-04-19,Whopper,V2,"V1 SDS? Where the f do you put your feet? ",https://www.mountainproject.com/route/113866145/whopper,1,"Utah > Central Utah > Joe's Valley > New Joe's > Self Service",1.5,-1,Attempt,,Boulder,,,20200
2024-04-19,"Self Service",V4,"Attempt, send, Sam-send ",https://www.mountainproject.com/route/106016652/self-service,3,"Utah > Central Utah > Joe's Valley > New Joe's > Self Service",3.4,3,Send,,Boulder,,15,20400
2024-04-19,"Stumblebum Traverse",V4,,https://www.mountainproject.com/route/107933321/stumblebum-traverse,2,"Utah > Central Utah > Joe's Valley > New Joe's > Area 51",2.9,-1,Attempt,,Boulder,,,20400
2024-04-19,"Fig Fart",V5-,,https://www.mountainproject.com/route/109550838/fig-fart,4,"Utah > Central Utah > Joe's Valley > New Joe's > Area 51",1.8,-1,Attempt,,Boulder,,,20470
2024-04-19,"Stumblebum Traverse Variation",V2,,https://www.mountainproject.com/route/118610815/stumblebum-traverse-variation,1,"Utah > Central Utah > Joe's Valley > New Joe's > Area 51",2.7,3,Send,,Boulder,,10,20200
2024-04-19,"Gettin' Warmer",V2,,https://www.mountainproject.com/route/105881031/gettin-warmer,2,"Utah > Central Utah > Joe's Valley > New Joe's > Area 51",2.4,2,Send,,Boulder,,,20200
2024-04-19,"Snake Bite",V3,,https://www.mountainproject.com/route/106307444/snake-bite,1,"Utah > Central Utah > Joe's Valley > New Joe's > Area 51",2.6,3,Send,,Boulder,,,20300
2024-04-19,"Scary Spice",V3,,https://www.mountainproject.com/route/112801935/scary-spice,3,"Utah > Central Utah > Joe's Valley > New Joe's > Area 51",3.4,-1,Attempt,,Boulder,,18,20300
2024-04-19,"Super Sloper",V3,,https://www.mountainproject.com/route/105880412/super-sloper,1,"Utah > Central Utah > Joe's Valley > New Joe's > Area 51",3.1,3,Flash,,Boulder,,,20300
2024-04-19,"Warm Me Up, Scotty",V1,,https://www.mountainproject.com/route/105880686/warm-me-up-scotty,2,"Utah > Central Utah > Joe's Valley > New Joe's > Area 51",2.7,2,Send,,Boulder,,,20100
2024-04-17,"Chopped Sand",5.9,,https://www.mountainproject.com/route/114068868/chopped-sand,2,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Upper Buckhorn > Outhouse Tower",2.2,2,Lead,Fell/Hung,Trad,,160,2400
2024-04-17,"Old Bushmills",5.10+,,https://www.mountainproject.com/route/105718084/old-bushmills,1,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Lower Buckhorn > Pine Canyon",3.3,-1,Lead,Fell/Hung,Trad,,70,3300
2024-04-17,"Unnamed 5-something Sport",5.9-,,https://www.mountainproject.com/route/119935970/unnamed-5-something-sport,1,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Lower Buckhorn > Pine Canyon",2.2,2,Lead,Onsight,Sport,,40,2300
2024-04-17,KRGA,5.9,,https://www.mountainproject.com/route/109476926/krga,1,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Lower Buckhorn > Pine Canyon",2.2,2,Lead,Onsight,Trad,,50,2400
2024-04-17,"Taco Terror",5.11,,https://www.mountainproject.com/route/105718384/taco-terror,1,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Lower Buckhorn > Pine Canyon",3.9,-1,Lead,Fell/Hung,Trad,,120,5000
2024-04-17,"Anchors From Hell",5.10+,,https://www.mountainproject.com/route/105718522/anchors-from-hell,1,"Utah > South Central Utah > San Rafael Swell > San Rafael Swell - North > Buckhorn Wash > Lower Buckhorn > Pine Canyon",3.3,3,Lead,Onsight,Trad,,80,3300
2024-04-10,"California Dreamin'",5.9+,,https://www.mountainproject.com/route/106370147/california-dreamin,1,"Colorado > Glenwood Springs > Glenwood Canyon > The Neighborhood > Zipper Buttress",2.1,1,Lead,Onsight,Sport,,60,2500
2024-04-10,"Anything But Bush",5.10d,"I forgot how to sport climb, lol",https://www.mountainproject.com/route/106378499/anything-but-bush,1,"Colorado > Glenwood Springs > Glenwood Canyon > The Neighborhood > Dragon Cave",2.3,-1,Lead,Fell/Hung,Sport,,70,3500
2024-04-04,"Trading Places",5.10,,https://www.mountainproject.com/route/105717763/trading-places,1,"Utah > Southeast Utah > Indian Creek > Scarface",2.7,-1,Lead,Fell/Hung,Trad,,80,3000
2024-04-04,Spam,5.9,,https://www.mountainproject.com/route/106609255/spam,1,"Utah > Southeast Utah > Indian Creek > Scarface",2.2,2,Lead,Onsight,Trad,,60,2400
2024-04-04,"Black Uhuru",5.10+,,https://www.mountainproject.com/route/105718036/black-uhuru,1,"Utah > Southeast Utah > Indian Creek > Scarface",3.7,3,Lead,Onsight,Trad,,120,3300
2024-04-04,Scarface,5.11a/b,"Up and then down 3/4",https://www.mountainproject.com/route/105717484/scarface,2,"Utah > Southeast Utah > Indian Creek > Scarface",3.8,3,TR,,Trad,,,4800
2024-04-04,Scarface,5.11a/b,,https://www.mountainproject.com/route/105717484/scarface,1,"Utah > Southeast Utah > Indian Creek > Scarface",3.8,3,Lead,Redpoint,Trad,,,4800
2024-04-02,"Unnamed 9+",5.9+,"Onsight plus a TR lap",https://www.mountainproject.com/route/105798861/unnamed-9,2,"Utah > Southeast Utah > Indian Creek > Power Wall",2.7,3,Lead,Onsight,Trad,,60,2500
2024-04-02,"Flower Power",5.10b/c,,https://www.mountainproject.com/route/105798882/flower-power,1,"Utah > Southeast Utah > Indian Creek > Power Wall",2.9,3,Lead,Onsight,Trad,,,3100
2024-04-02,"Batteries Not Included",5.8,"Approach shoes, no chalk, sick!",https://www.mountainproject.com/route/105895536/batteries-not-included,1,"Utah > Southeast Utah > Indian Creek > Power Wall",2.7,-1,TR,,Trad,,40,2100
2024-04-02,"Power Play",5.11,,https://www.mountainproject.com/route/105798885/power-play,1,"Utah > Southeast Utah > Indian Creek > Power Wall",3.0,3,Lead,Redpoint,Trad,,50,5000
2024-04-02,"Power Play",5.11,,https://www.mountainproject.com/route/105798885/power-play,1,"Utah > Southeast Utah > Indian Creek > Power Wall",3.0,3,Lead,Fell/Hung,Trad,,50,5000
2024-04-01,"Serrator Crack",5.11-,,https://www.mountainproject.com/route/105800700/serrator-crack,1,"Utah > Southeast Utah > Indian Creek > Way Rambo",3.5,-1,TR,,Trad,,70,4700
2024-04-01,"Serrator Crack",5.11-,Aid,https://www.mountainproject.com/route/105800700/serrator-crack,1,"Utah > Southeast Utah > Indian Creek > Way Rambo",3.5,-1,Lead,,Trad,,70,4700
2024-04-01,"Way Rambo",5.12-,,https://www.mountainproject.com/route/105718642/way-rambo,1,"Utah > Southeast Utah > Indian Creek > Way Rambo",3.8,-1,TR,,Trad,,100,6700
2024-04-01,"Way Rambo",5.12-,,https://www.mountainproject.com/route/105718642/way-rambo,1,"Utah > Southeast Utah > Indian Creek > Way Rambo",3.8,-1,Lead,Fell/Hung,Trad,,100,6700
2024-04-01,Rochambeau,5.9,,https://www.mountainproject.com/route/105718441/rochambeau,1,"Utah > Southeast Utah > Indian Creek > Way Rambo",2.6,3,Lead,Onsight,Trad,,70,2400
2024-04-01,"Blue Sun",5.10-,,https://www.mountainproject.com/route/105718435/blue-sun,1,"Utah > Southeast Utah > Indian Creek > Way Rambo",3.6,3,Lead,Flash,Trad,,70,2700
2024-03-30,"Wild Works of Fire","5.10 R",,https://www.mountainproject.com/route/105717886/wild-works-of-fire,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",2.9,-1,TR,,Trad,,80,3000
2024-03-30,"3AM Crack",5.10,,https://www.mountainproject.com/route/105717766/3am-crack,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.5,-1,TR,,Trad,,115,3000
2024-03-30,"3AM Crack",5.10,,https://www.mountainproject.com/route/105717766/3am-crack,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.5,-1,Lead,Fell/Hung,Trad,,115,3000
2024-03-30,"Generic Crack",5.10-,,https://www.mountainproject.com/route/105717328/generic-crack,1,"Utah > Southeast Utah > Indian Creek > Donnelly Canyon",3.4,3,TR,,Trad,,120,2700
2024-03-30,"Generic Crack",5.10-,,https://www.mountainproject.com/route/105717328/generic-crack,1,"Utah > Southeast Utah > Indian Creek > Donnelly Canyon",3.4,3,Lead,Onsight,Trad,,120,2700
2024-03-30,"Supercrack of the Desert (aka Luxury Liner)",5.10,,https://www.mountainproject.com/route/105717364/supercrack-of-the-desert-aka-luxury-liner,3,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.8,3,Lead,Onsight,Trad,,,3000
2024-03-30,"Binou's Crack",5.8+,,https://www.mountainproject.com/route/105717346/binous-crack,1,"Utah > Southeast Utah > Indian Creek > Donnelly Canyon",2.7,2,Lead,Onsight,Trad,,,2200
2024-03-28,"Classic Handcrack",5.9,"Lead. TR. downclimb",https://www.mountainproject.com/route/106274886/classic-handcrack,3,"Utah > South Central Utah > Capitol Reef > Capitol Gorge",3.3,3,Lead,Onsight,Trad,,100,2400
2024-03-26,Mentor,5.12b,,https://www.mountainproject.com/route/105832283/mentor,1,"Arizona > Northern Arizona > The Arizona Strip > Virgin River Gorge > Mentor Cave",3.9,-1,Lead,Fell/Hung,Sport,,60,6900
2024-03-24,"The Strip Traverse",V5,,https://www.mountainproject.com/route/123650305/the-strip-traverse,1,"Nevada > Southern Nevada > La Madre Range > La Madre Bouldering > Cheyenne Mountain > North Canyon",3.7,3,Send,,Boulder,,180,20500
2024-03-22,"Inner Sanctum",V1,,https://www.mountainproject.com/route/107064103/inner-sanctum,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Cave Area > Cave Boulder",2.4,2,Flash,,Boulder,,8,20100
2024-03-22,"Buttermilk Stem",V1,,https://www.mountainproject.com/route/106130698/buttermilk-stem,2,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Buttermilk Stem Area > Buttermilk Stem Boulder",3.5,3,Attempt,,Boulder,,15,20100
2024-03-22,"Buttermilk Stem",V1,,https://www.mountainproject.com/route/106130698/buttermilk-stem,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Buttermilk Stem Area > Buttermilk Stem Boulder",3.5,3,Send,,Boulder,,15,20100
2024-03-22,"Birthday Direct",V3,,https://www.mountainproject.com/route/106027088/birthday-direct,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Birthday Boulders",3.3,3,Send,,Boulder,,12,20300
2024-03-22,"Birthday Direct",V3,,https://www.mountainproject.com/route/106027088/birthday-direct,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Birthday Boulders",3.3,3,Attempt,,Boulder,,12,20300
2024-03-22,"Unnamed V0",V0,,https://www.mountainproject.com/route/106442728/unnamed-v0,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Boy and Girl Rocks",2.7,2,Flash,,Boulder,,20,20008
2024-03-22,"The Prow",V2,,https://www.mountainproject.com/route/106131018/the-prow,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Birthday Boulders",2.9,3,Flash,,Boulder,,16,20200
2024-03-22,"Iron Man Traverse",V4,,https://www.mountainproject.com/route/105936763/iron-man-traverse,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Iron Man Area > Iron Man Boulder",3.6,3,Send,,Boulder,,,20400
2024-03-22,"Iron Man Traverse",V4,,https://www.mountainproject.com/route/105936763/iron-man-traverse,3,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Iron Man Area > Iron Man Boulder",3.6,3,Attempt,,Boulder,,,20400
2024-03-22,"Hero Roof",V0,,https://www.mountainproject.com/route/106094805/hero-roof,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Iron Man Area > Hero  Roof Boulder",3.5,3,Flash,,Boulder,,14,20008
2024-03-22,Flakes,V1,,https://www.mountainproject.com/route/108002634/flakes,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Buttocks/Smooth Shrimp Boulder",2.7,3,Send,,Boulder,,,20100
2024-03-22,"Green Wall Essential",V2,,https://www.mountainproject.com/route/105936142/green-wall-essential,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Green Wall Boulder",3.1,3,Flash,,Boulder,,20,20200
2024-03-22,"Essential Peabody",V0,,https://www.mountainproject.com/route/106395083/essential-peabody,2,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Peabody Boulders > Grandma Peabody Boulder",3.2,3,Send,,Boulder,,40,20008
2024-03-21,Behold,5.8,,https://www.mountainproject.com/route/112852508/behold,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Warm Out Wall",2.3,2,Lead,Onsight,Sport,,60,2100
2024-03-21,"Biochemically Compacted Sexual Affection (aka, ""Sex"")",5.12a,,https://www.mountainproject.com/route/106121243/biochemically-compacted-sexual-affection-aka-sex,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Holy Trinity",3.8,3,Lead,Onsight,Sport,,85,6600
2024-03-21,"Pick Pocket",5.11a,,https://www.mountainproject.com/route/105843696/pick-pocket,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Holy Trinity",3.7,3,Lead,Onsight,Sport,,60,4600
2024-03-21,Badassitude,5.8,,https://www.mountainproject.com/route/109006293/badassitude,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff",3.2,3,Lead,Onsight,Sport,,100,2100
2024-03-21,Gorgeous,5.10b,,https://www.mountainproject.com/route/105843581/gorgeous,1,"California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Gorgeous Towers",3.6,4,Lead,Onsight,Sport,,90,2900
2024-03-16,"The Wave",V3,"Couple variations: arete direct, and arete/face to blob/ both good",https://www.mountainproject.com/route/113131547/the-wave,2,"California > San Francisco Bay Area > Wine Country/Northeast Bay > Salt Point State Park > Secrets > The Wave",3.5,3,,,Boulder,,17,20300
2024-03-16,"The Wave",V3,,https://www.mountainproject.com/route/113131547/the-wave,1,"California > San Francisco Bay Area > Wine Country/Northeast Bay > Salt Point State Park > Secrets > The Wave",3.5,3,Flash,,Boulder,,17,20300
2024-03-16,Triceratops,V4,,https://www.mountainproject.com/route/111824185/triceratops,2,"California > San Francisco Bay Area > Wine Country/Northeast Bay > Salt Point State Park > Secrets > Triceratops Boulder",3.9,3,,,Boulder,,,20400
2024-03-14,"Humboldt Current",5.10a/b,,https://www.mountainproject.com/route/106033329/humboldt-current,1,"California > Northwest California > Promontory > Main Wall",2.6,1,Lead,Onsight,Sport,,60,2800
2024-03-14,"Great White",5.12,,https://www.mountainproject.com/route/106069528/great-white,1,"California > Northwest California > Promontory > Main Wall",3.7,-1,Lead,Fell/Hung,Sport,,95,7000
2024-03-08,"Moonshine Dihedral",5.9,"Lead p1. Then trd p1 up and diwnclimbed",https://www.mountainproject.com/route/105790283/moonshine-dihedral,3,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",3.6,3,Lead,Onsight,Trad,,90,2400
2024-03-08,"New Testament",5.10a,,https://www.mountainproject.com/route/105820346/new-testament,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.8,2,TR,,Trad,,80,2600
2024-03-08,"Lost in Space",5.10b/c,,https://www.mountainproject.com/route/106782760/lost-in-space,4,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (1) Northeast Face",3.0,-1,Lead,Fell/Hung,Sport,,400,3100
2024-03-07,"Bolt From the Blue",5.12a,,https://www.mountainproject.com/route/106784951/bolt-from-the-blue,1,"Oregon > Central Oregon > Smith Rock > (c) Shipwreck Wall > Shipwreck Wall - East Face",3.7,3,Lead,Onsight,Sport,,110,6600
2024-03-07,"Cool Ranch Flavor Extension",5.12a,,https://www.mountainproject.com/route/108891366/cool-ranch-flavor-extension,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.1,3,Lead,Redpoint,Sport,,80,6600
